0,01/14/2025 12:00:00 AM,1457
1,02/25/2025 12:00:00 AM,1445
2,03/27/2025 12:00:00 AM,1200
3,03/06/2025 12:00:00 AM,1400
4,02/05/2025 12:00:00 AM,1430
5,02/18/2025 12:00:00 AM,1550
6,02/08/2025 12:00:00 AM,1900
7,02/06/2025 12:00:00 AM,2100
8,01/18/2025 12:00:00 AM,1323
9,01/23/2025 12:00:00 AM,2054
10,03/02/2025 12:00:00 AM,1750
11,01/24/2025 12:00:00 AM,1343
12,02/28/2025 12:00:00 AM,1315
13,01/20/2025 12:00:00 AM,1347
14,01/20/2025 12:00:00 AM,1230
15,01/31/2025 12:00:00 AM,910
16,02/25/2025 12:00:00 AM,1900
17,03/05/2025 12:00:00 AM,800
18,01/30/2025 12:00:00 AM,1927
19,02/19/2025 12:00:00 AM,1730
20,02/06/2025 12:00:00 AM,1547
21,02/26/2025 12:00:00 AM,700
22,01/16/2025 12:00:00 AM,730
23,01/30/2025 12:00:00 AM,2306
24,03/04/2025 12:00:00 AM,1930
25,03/21/2025 12:00:00 AM,1550
26,01/01/2025 12:00:00 AM,1550
27,02/05/2025 12:00:00 AM,1930
28,02/14/2025 12:00:00 AM,1200
29,02/18/2025 12:00:00 AM,1400
30,01/18/2025 12:00:00 AM,1100
31,02/14/2025 12:00:00 AM,504
32,03/01/2025 12:00:00 AM,1200
33,02/24/2025 12:00:00 AM,2230
34,02/06/2025 12:00:00 AM,1002
35,01/27/2025 12:00:00 AM,1800
36,02/10/2025 12:00:00 AM,1539
37,03/06/2025 12:00:00 AM,1330
38,03/12/2025 12:00:00 AM,1300
39,01/23/2025 12:00:00 AM,1012
40,01/14/2025 12:00:00 AM,15
41,01/27/2025 12:00:00 AM,2034
42,02/24/2025 12:00:00 AM,1413
43,02/03/2025 12:00:00 AM,1650
44,01/15/2025 12:00:00 AM,2316
45,02/14/2025 12:00:00 AM,1500
46,02/08/2025 12:00:00 AM,1430
47,02/26/2025 12:00:00 AM,827
48,03/06/2025 12:00:00 AM,2026
49,02/24/2025 12:00:00 AM,1130
50,03/27/2025 12:00:00 AM,837
51,01/22/2025 12:00:00 AM,1517
52,02/21/2025 12:00:00 AM,1530
53,02/06/2025 12:00:00 AM,30
54,02/15/2025 12:00:00 AM,1700
55,03/08/2025 12:00:00 AM,1250
56,02/21/2025 12:00:00 AM,1600
57,02/07/2025 12:00:00 AM,1200
58,02/04/2025 12:00:00 AM,2000
59,01/21/2025 12:00:00 AM,1200
60,01/29/2025 12:00:00 AM,900
61,01/21/2025 12:00:00 AM,1900
62,01/30/2025 12:00:00 AM,1100
63,03/12/2025 12:00:00 AM,800
64,03/05/2025 12:00:00 AM,2130
65,03/16/2025 12:00:00 AM,1255
66,01/26/2025 12:00:00 AM,1423
67,02/06/2025 12:00:00 AM,940
68,01/23/2025 12:00:00 AM,227
69,02/19/2025 12:00:00 AM,1555
70,01/13/2025 12:00:00 AM,1430
71,03/17/2025 12:00:00 AM,351
72,02/06/2025 12:00:00 AM,1415
73,02/26/2025 12:00:00 AM,915
74,03/21/2025 12:00:00 AM,2230
75,02/10/2025 12:00:00 AM,1235
76,01/15/2025 12:00:00 AM,2345
77,02/27/2025 12:00:00 AM,1800
78,02/14/2025 12:00:00 AM,2230
79,03/12/2025 12:00:00 AM,1242
80,02/07/2025 12:00:00 AM,20
81,03/06/2025 12:00:00 AM,1700
82,03/06/2025 12:00:00 AM,1200
83,01/23/2025 12:00:00 AM,35
84,02/23/2025 12:00:00 AM,1900
85,02/10/2025 12:00:00 AM,1100
86,01/01/2025 12:00:00 AM,2135
87,02/20/2025 12:00:00 AM,1450
88,02/06/2025 12:00:00 AM,2130
89,02/17/2025 12:00:00 AM,1345
90,02/02/2025 12:00:00 AM,2040
91,02/21/2025 12:00:00 AM,1330
92,02/14/2025 12:00:00 AM,800
93,02/09/2025 12:00:00 AM,1200
94,01/23/2025 12:00:00 AM,1249
95,02/05/2025 12:00:00 AM,1755
96,01/24/2025 12:00:00 AM,1600
97,01/16/2025 12:00:00 AM,1200
98,01/22/2025 12:00:00 AM,251
99,02/26/2025 12:00:00 AM,928
100,01/21/2025 12:00:00 AM,128
101,01/24/2025 12:00:00 AM,1400
102,02/05/2025 12:00:00 AM,1900
103,02/10/2025 12:00:00 AM,1415
104,03/19/2025 12:00:00 AM,850
105,01/24/2025 12:00:00 AM,1500
106,01/27/2025 12:00:00 AM,1830
107,01/14/2025 12:00:00 AM,1955
108,01/28/2025 12:00:00 AM,1700
109,01/15/2025 12:00:00 AM,2242
110,02/17/2025 12:00:00 AM,1800
111,02/07/2025 12:00:00 AM,1700
112,01/29/2025 12:00:00 AM,2122
113,03/11/2025 12:00:00 AM,2100
114,02/22/2025 12:00:00 AM,1200
115,02/26/2025 12:00:00 AM,430
116,02/04/2025 12:00:00 AM,1645
117,01/24/2025 12:00:00 AM,1020
118,02/04/2025 12:00:00 AM,2140
119,03/18/2025 12:00:00 AM,2100
120,03/14/2025 12:00:00 AM,1800
121,03/26/2025 12:00:00 AM,1645
122,02/03/2025 12:00:00 AM,2230
123,01/31/2025 12:00:00 AM,925
124,02/28/2025 12:00:00 AM,1900
125,03/12/2025 12:00:00 AM,1314
126,02/11/2025 12:00:00 AM,2230
127,01/04/2025 12:00:00 AM,1200
128,01/02/2025 12:00:00 AM,800
129,02/12/2025 12:00:00 AM,1430
130,02/07/2025 12:00:00 AM,900
131,01/17/2025 12:00:00 AM,38
132,02/01/2025 12:00:00 AM,1600
133,02/11/2025 12:00:00 AM,940
134,01/31/2025 12:00:00 AM,1430
135,02/25/2025 12:00:00 AM,940
136,02/14/2025 12:00:00 AM,1530
137,01/27/2025 12:00:00 AM,1600
138,02/17/2025 12:00:00 AM,2100
139,01/21/2025 12:00:00 AM,500
140,01/02/2025 12:00:00 AM,2230
141,01/27/2025 12:00:00 AM,1900
142,02/18/2025 12:00:00 AM,1900
143,03/16/2025 12:00:00 AM,1730
144,02/02/2025 12:00:00 AM,1315
145,03/05/2025 12:00:00 AM,1615
146,02/20/2025 12:00:00 AM,115
147,03/17/2025 12:00:00 AM,1300
148,03/15/2025 12:00:00 AM,1200
149,03/26/2025 12:00:00 AM,633
150,03/14/2025 12:00:00 AM,1000
151,02/12/2025 12:00:00 AM,340
152,03/12/2025 12:00:00 AM,1307
153,03/17/2025 12:00:00 AM,1745
154,01/30/2025 12:00:00 AM,1620
155,02/06/2025 12:00:00 AM,200
156,01/07/2025 12:00:00 AM,1025
157,01/15/2025 12:00:00 AM,1713
158,02/06/2025 12:00:00 AM,1540
159,01/31/2025 12:00:00 AM,1730
160,03/24/2025 12:00:00 AM,1345
161,02/08/2025 12:00:00 AM,1849
162,01/13/2025 12:00:00 AM,2205
163,02/13/2025 12:00:00 AM,1030
164,01/01/2025 12:00:00 AM,1600
165,01/02/2025 12:00:00 AM,1020
166,03/12/2025 12:00:00 AM,1510
167,03/12/2025 12:00:00 AM,1545
168,02/23/2025 12:00:00 AM,1530
169,03/17/2025 12:00:00 AM,1330
170,02/25/2025 12:00:00 AM,2315
171,03/27/2025 12:00:00 AM,1250
172,02/09/2025 12:00:00 AM,1345
173,01/27/2025 12:00:00 AM,1300
174,01/22/2025 12:00:00 AM,1330
175,01/31/2025 12:00:00 AM,1000
176,01/22/2025 12:00:00 AM,1850
177,03/12/2025 12:00:00 AM,1415
178,01/24/2025 12:00:00 AM,2230
179,02/03/2025 12:00:00 AM,900
180,02/21/2025 12:00:00 AM,940
181,02/06/2025 12:00:00 AM,1559
182,01/21/2025 12:00:00 AM,816
183,01/10/2025 12:00:00 AM,1213
184,03/09/2025 12:00:00 AM,30
185,02/21/2025 12:00:00 AM,700
186,03/09/2025 12:00:00 AM,505
187,01/24/2025 12:00:00 AM,1420
188,03/13/2025 12:00:00 AM,1757
189,01/16/2025 12:00:00 AM,2358
190,01/08/2025 12:00:00 AM,700
191,01/16/2025 12:00:00 AM,2225
192,02/11/2025 12:00:00 AM,1100
193,02/22/2025 12:00:00 AM,1650
194,02/07/2025 12:00:00 AM,1311
195,01/26/2025 12:00:00 AM,1600
196,02/11/2025 12:00:00 AM,2130
197,03/12/2025 12:00:00 AM,1540
198,02/01/2025 12:00:00 AM,1406
199,02/05/2025 12:00:00 AM,800
200,03/17/2025 12:00:00 AM,1430
201,02/21/2025 12:00:00 AM,2230
202,01/26/2025 12:00:00 AM,1
203,03/20/2025 12:00:00 AM,2055
204,03/17/2025 12:00:00 AM,1915
205,01/28/2025 12:00:00 AM,1000
206,02/07/2025 12:00:00 AM,2115
207,01/02/2025 12:00:00 AM,957
208,01/21/2025 12:00:00 AM,123
209,02/07/2025 12:00:00 AM,1640
210,03/25/2025 12:00:00 AM,1430
211,03/20/2025 12:00:00 AM,900
212,01/29/2025 12:00:00 AM,830
213,03/11/2025 12:00:00 AM,912
214,02/26/2025 12:00:00 AM,1700
215,01/15/2025 12:00:00 AM,750
216,01/26/2025 12:00:00 AM,1830
217,03/18/2025 12:00:00 AM,2230
218,01/16/2025 12:00:00 AM,1500
219,01/14/2025 12:00:00 AM,1600
220,03/03/2025 12:00:00 AM,845
221,02/05/2025 12:00:00 AM,1130
222,01/31/2025 12:00:00 AM,1800
223,02/05/2025 12:00:00 AM,2240
224,02/20/2025 12:00:00 AM,1530
225,01/26/2025 12:00:00 AM,125
226,02/20/2025 12:00:00 AM,2030
227,01/03/2025 12:00:00 AM,1500
228,02/19/2025 12:00:00 AM,1800
229,01/31/2025 12:00:00 AM,1621
230,01/02/2025 12:00:00 AM,2257
231,01/22/2025 12:00:00 AM,308
232,02/05/2025 12:00:00 AM,1555
233,02/27/2025 12:00:00 AM,1210
234,02/14/2025 12:00:00 AM,1700
235,02/27/2025 12:00:00 AM,1244
236,02/06/2025 12:00:00 AM,1400
237,01/30/2025 12:00:00 AM,1930
238,02/05/2025 12:00:00 AM,1700
239,01/19/2025 12:00:00 AM,1719
240,03/13/2025 12:00:00 AM,1325
241,02/19/2025 12:00:00 AM,535
242,02/11/2025 12:00:00 AM,730
243,01/26/2025 12:00:00 AM,630
244,02/02/2025 12:00:00 AM,130
245,02/18/2025 12:00:00 AM,1000
246,01/16/2025 12:00:00 AM,221
247,02/14/2025 12:00:00 AM,2310
248,02/19/2025 12:00:00 AM,1100
249,02/06/2025 12:00:00 AM,2215
250,01/30/2025 12:00:00 AM,1554
251,01/02/2025 12:00:00 AM,1832
252,01/24/2025 12:00:00 AM,1240
253,01/17/2025 12:00:00 AM,1600
254,03/20/2025 12:00:00 AM,1500
255,01/17/2025 12:00:00 AM,1530
256,02/13/2025 12:00:00 AM,2100
257,01/14/2025 12:00:00 AM,1250
258,02/27/2025 12:00:00 AM,1550
259,03/25/2025 12:00:00 AM,1235
